"Pathosystem","Strain","HostGeno","Replicate","BacGrowth"
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.635187673
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.694955878
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.531099076
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.341219532
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.662771195
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.393925883
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.557428014
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.503070352
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.605732694
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac059",6.281221602
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.929039084
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.694955878
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.440922445
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.393925883
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.192280519
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.172077133
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.406160339
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.192280519
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.128611439
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",4.590220528
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.128611439
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",4.929039084
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",4.96380119
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",5.150887834
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",4.503070352
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac059",4.849857838
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.08030676
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.752947825
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",3.929039084
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",3.96380119
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",3.628009089
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",3.548827842
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.264831186
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.247797847
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.341219532
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.531099076
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",3.96380119
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.025949097
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.355007816
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.297015869
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.312255836
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac042",4.025949097
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.804100348
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.694955878
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.752947825
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.521955696
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.752947825
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.473107129
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",5.752947825
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",5.891250523
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",5.804100348
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.128611439
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.451917829
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.451917829
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.281221602
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.440922445
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.752947825
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac042",6.08030676
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.548827842
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.724919102
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.719089558
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.483326294
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.297015869
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.418059562
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.247797847
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.381336755
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.393925883
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.694955878
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.418059562
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.598045865
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac042",6.694955878
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.531099076
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",3.694955878
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",3.598045865
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.418059562
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.483326294
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.462641695
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.605732694
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",3.752947825
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.483326294
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.264831186
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.649198388
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",3.995985874
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.531099076
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.406160339
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.503070352
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac043",4.150887834
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.23006908
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.025949097
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",5.849857838
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.548827842
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.211585674
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.211585674
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.025949097
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",5.849857838
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",5.804100348
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.08030676
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.548827842
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.694955878
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.23006908
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.172077133
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.503070352
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac043",6.707190335
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",7.192280519
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.96380119
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",7.297015869
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.172077133
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.297015869
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.247797847
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.503070352
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.150887834
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.025949097
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.128611439
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.192280519
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.548827842
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.264831186
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac043",6.128611439
"Pto_Col-0","Pto","Col-0","Bac030",6.08030676
"Pto_Col-0","Pto","Col-0","Bac030",6.297015869
"Pto_Col-0","Pto","Col-0","Bac030",6.451917829
"Pto_Col-0","Pto","Col-0","Bac030",6.297015869
"Pto_Col-0","Pto","Col-0","Bac030",6.128611439
"Pto_Col-0","Pto","Col-0","Bac030",6.326979093
"Pto_Col-0","Pto","Col-0","Bac030",5.368371778
"Pto_Col-0","Pto","Col-0","Bac030",6.192280519
"Pto_dde2-2","Pto","dde2-2","Bac030",5.929039084
"Pto_dde2-2","Pto","dde2-2","Bac030",6.192280519
"Pto_dde2-2","Pto","dde2-2","Bac030",5.995985874
"Pto_dde2-2","Pto","dde2-2","Bac030",6.264831186
"Pto_dde2-2","Pto","dde2-2","Bac030",6.521955696
"Pto_dde2-2","Pto","dde2-2","Bac030",5.635187673
"Pto_dde2-2","Pto","dde2-2","Bac030",6.368371778
"Pto_dde2-2","Pto","dde2-2","Bac030",6.281221602
"Pto_ein2-1","Pto","ein2-1","Bac030",5.172077133
"Pto_ein2-1","Pto","ein2-1","Bac030",5.804100348
"Pto_ein2-1","Pto","ein2-1","Bac030",5.849857838
"Pto_ein2-1","Pto","ein2-1","Bac030",6.281221602
"Pto_ein2-1","Pto","ein2-1","Bac030",5.96380119
"Pto_ein2-1","Pto","ein2-1","Bac030",6.531099076
"Pto_ein2-1","Pto","ein2-1","Bac030",5.694955878
"Pto_ein2-1","Pto","ein2-1","Bac030",6.172077133
"Pto_pad4-1","Pto","pad4-1","Bac030",5.752947825
"Pto_pad4-1","Pto","pad4-1","Bac030",5.605732694
"Pto_pad4-1","Pto","pad4-1","Bac030",5.849857838
"Pto_pad4-1","Pto","pad4-1","Bac030",6.312255836
"Pto_pad4-1","Pto","pad4-1","Bac030",6.326979093
"Pto_pad4-1","Pto","pad4-1","Bac030",6.281221602
"Pto_pad4-1","Pto","pad4-1","Bac030",5.503070352
"Pto_pad4-1","Pto","pad4-1","Bac030",5.521955696
"Pto_sid2-2","Pto","sid2-2","Bac030",6.264831186
"Pto_sid2-2","Pto","sid2-2","Bac030",6.368371778
"Pto_sid2-2","Pto","sid2-2","Bac030",6.462641695
"Pto_sid2-2","Pto","sid2-2","Bac030",6.662771195
"Pto_sid2-2","Pto","sid2-2","Bac030",6.719089558
"Pto_sid2-2","Pto","sid2-2","Bac030",6.605732694
"Pto_sid2-2","Pto","sid2-2","Bac030",5.995985874
"Pto_sid2-2","Pto","sid2-2","Bac030",6.247797847
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",5.548827842
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",7.105130343
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",5.582251598
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",6.326979093
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",5.483326294
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",6.503070352
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",6.540053918
"Pto_dde2-2 ein2-1","Pto","dde2-2 ein2-1","Bac030",5.804100348
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.557428014
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.51261567
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.682366751
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.053977821
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.849857838
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.548827842
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",5.849857838
"Pto_dde2-2 pad4-1","Pto","dde2-2 pad4-1","Bac030",6.531099076
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",6.105130343
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",6.669401774
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",6.51261567
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",6.281221602
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",6.483326294
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",5.649198388
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",5.929039084
"Pto_dde2-2 sid2-2","Pto","dde2-2 sid2-2","Bac030",6.172077133
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",5.929039084
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",6.51261567
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",6.312255836
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",7.355007816
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",6.247797847
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",6.929039084
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",5.995985874
"Pto_ein2-1 pad4-1","Pto","ein2-1 pad4-1","Bac030",6.656037812
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",6.605732694
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",6.849857838
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",7.08030676
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",6.891250523
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",6.473107129
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",7.053977821
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",7.281221602
"Pto_ein2-1 sid2-2","Pto","ein2-1 sid2-2","Bac030",6.264831186
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.297015869
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.493310515
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.752947825
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.312255836
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.105130343
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.281221602
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.891250523
"Pto_pad4-1 sid2-2","Pto","pad4-1 sid2-2","Bac030",6.326979093
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",7.368371778
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",6.929039084
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",6.96380119
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",6.503070352
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",6.929039084
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",7.418059562
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",6.628009089
"Pto_dde2-2 ein2-1 pad4-1","Pto","dde2-2 ein2-1 pad4-1","Bac030",6.548827842
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",6.804100348
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",6.574133708
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",6.995985874
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",6.804100348
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",7.150887834
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",7.326979093
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",7.312255836
"Pto_dde2-2 ein2-1 sid2-2","Pto","dde2-2 ein2-1 sid2-2","Bac030",6.565861182
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",5.891250523
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",6.281221602
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",5.752947825
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",6.548827842
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",5.784356289
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",6.08030676
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",6.62070985
"Pto_dde2-2 pad4-1 sid2-2","Pto","dde2-2 pad4-1 sid2-2","Bac030",6.418059562
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",6.521955696
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",5.128611439
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",5.381336755
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",6.849857838
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",6.582251598
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",6.752947825
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",7.128611439
"Pto_ein2-1 pad4-1 sid2-2","Pto","ein2-1 pad4-1 sid2-2","Bac030",7.297015869
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",6.62070985
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",7.440922445
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",6.503070352
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",6.675932641
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",6.557428014
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",7.08030676
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",6.628009089
"Pto_dde2-2 ein2-1 pad4-1 sid2-2","Pto","dde2-2 ein2-1 pad4-1 sid2-2","Bac030",6.682366751
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",7.150887834
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",6.105130343
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",6.582251598
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",6.247797847
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",6.264831186
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",5.96380119
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",5.995985874
"Pto_rpm1-3 rps2-101C","Pto","rpm1-3 rps2-101C","Bac030",5.418059562
"Pto_npr1-1","Pto","npr1-1","Bac030",5.368371778
"Pto_npr1-1","Pto","npr1-1","Bac030",6.326979093
"Pto_npr1-1","Pto","npr1-1","Bac030",6.381336755
"Pto_npr1-1","Pto","npr1-1","Bac030",6.462641695
"Pto_npr1-1","Pto","npr1-1","Bac030",6.688706929
"Pto_npr1-1","Pto","npr1-1","Bac030",7.264831186
"Pto_npr1-1","Pto","npr1-1","Bac030",6.08030676
"Pto_npr1-1","Pto","npr1-1","Bac030",7.150887834
